"ID","adj.P.Val","P.Value","t","B","logFC","SPOT_ID","SPOT_ID.1"
"TC1400009002.hg.1",0.00219,8.6e-05,4.777251,1.2029,1.1996831,"Multiple_Complex","Multiple_Complex"
"TC1500009736.hg.1",0.0022,8.65e-05,4.774982,1.1974,0.712475,"Multiple_Complex","Multiple_Complex"
"TC0X00011132.hg.1",0.00222,8.72e-05,4.771453,1.18884,0.7767144,"Multiple_Complex","Multiple_Complex"
"TC0100015711.hg.1",0.00222,8.76e-05,-4.769897,1.18506,-1.48197,"Coding","Coding"
"TC0100014995.hg.1",0.00222,8.77e-05,-4.769386,1.18382,-3.4294556,"Multiple_Complex","Multiple_Complex"
"TC0600007301.hg.1",0.00224,8.84e-05,4.76607,1.17577,1.6297394,"Multiple_Complex","Multiple_Complex"
"TC0200009927.hg.1",0.00225,8.89e-05,-4.763566,1.1697,-1.4947219,"Multiple_Complex","Multiple_Complex"
"TC0600007862.hg.1",0.00226,8.93e-05,4.761781,1.16537,4.8614494,"Multiple_Complex","Multiple_Complex"
"TC0600009862.hg.1",0.00228,9.01e-05,4.758302,1.15693,1.57478,"Multiple_Complex","Multiple_Complex"
"TC0100007449.hg.1",0.00229,9.07e-05,-4.755489,1.1501,-2.5419125,"Multiple_Complex","Multiple_Complex"
"TC1000009869.hg.1",0.00229,9.1e-05,4.754454,1.14759,1.7020025,"Multiple_Complex","Multiple_Complex"
"TC1700012440.hg.1",0.00232,9.22e-05,4.749091,1.13458,1.31194,"Multiple_Complex","Multiple_Complex"
"TC0400011005.hg.1",0.00232,9.22e-05,4.748903,1.13412,1.0806987,"Multiple_Complex","Multiple_Complex"
"TC1700011435.hg.1",0.00234,9.33e-05,-4.744117,1.12251,-1.35329,"Multiple_Complex","Multiple_Complex"
"TC0100016129.hg.1",0.00235,9.37e-05,4.742195,1.11784,1.0347063,"Multiple_Complex","Multiple_Complex"
"TC1200012043.hg.1",0.00237,9.45e-05,4.738702,1.10937,0.7197937,"Multiple_Complex","Multiple_Complex"
"TC1300010040.hg.1",0.00237,9.46e-05,4.738474,1.10881,1.0721694,"Multiple_Complex","Multiple_Complex"
"TC1200008734.hg.1",0.00238,9.5e-05,-4.73664,1.10436,-0.72622,"Multiple_Complex","Multiple_Complex"
"TC0X00010211.hg.1",0.00241,9.64e-05,4.73101,1.0907,1.1632669,"Multiple_Complex","Multiple_Complex"
"TC0300012123.hg.1",0.00241,9.66e-05,4.729925,1.08807,1.081425,"Multiple_Complex","Multiple_Complex"
"TC0300009167.hg.1",0.00241,9.67e-05,4.72938,1.08675,1.00294,"Multiple_Complex","Multiple_Complex"
"TC0600014362.hg.1",0.00243,9.76e-05,4.725948,1.07842,0.8219581,"Multiple_Complex","Multiple_Complex"
"TC1800009222.hg.1",0.00244,9.81e-05,4.723799,1.0732,1.9139925,"Multiple_Complex","Multiple_Complex"
"TC0X00010803.hg.1",0.00245,9.86e-05,4.721644,1.06797,1.0222562,"Multiple_Complex","Multiple_Complex"
"TC2200009244.hg.1",0.00245,9.87e-05,-4.721406,1.06739,-0.5919281,"Multiple_Complex","Multiple_Complex"
"TC1400006742.hg.1",0.00246,9.91e-05,4.719773,1.06343,1.2275188,"Multiple_Complex","Multiple_Complex"
"TC1200007866.hg.1",0.00247,9.97e-05,4.71734,1.05753,0.5435563,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR19002360.hg.1",0.00248,1e-04,-4.715178,1.05228,-0.8158375,"---","---"
"TC0200013541.hg.1",0.00248,1e-04,4.715061,1.052,1.2645456,"Multiple_Complex","Multiple_Complex"
"TC0300009282.hg.1",0.00248,1e-04,4.714472,1.05056,1.350955,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-2909185_st",0.00248,1e-04,-4.71426,1.05005,-0.7501562,"---","---"
"TC0500010924.hg.1",0.00248,0.000101,4.713038,1.04708,0.9719019,"Multiple_Complex","Multiple_Complex"
"TC0400010167.hg.1",0.00251,0.000102,-4.70827,1.03552,-1.0553562,"Multiple_Complex","Multiple_Complex"
"TC0500013336.hg.1",0.00251,0.000102,4.708267,1.03551,1.4809756,"Multiple_Complex","Multiple_Complex"
"TC0700013468.hg.1",0.00252,0.000102,-4.706635,1.03155,-0.8884994,"Multiple_Complex","Multiple_Complex"
"TC0300008018.hg.1",0.00252,0.000102,4.705984,1.02997,0.6758669,"Multiple_Complex","Multiple_Complex"
"TC0200009936.hg.1",0.00252,0.000103,-4.704804,1.0271,-1.0189562,"Multiple_Complex","Multiple_Complex"
"TC0500012485.hg.1",0.00252,0.000103,4.704698,1.02685,0.9278063,"Multiple_Complex","Multiple_Complex"
"TC0300011859.hg.1",0.00252,0.000103,4.704127,1.02546,1.1622812,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR10012479.hg.1",0.00253,0.000103,4.702977,1.02267,0.650775,"---","---"
"TC1200007295.hg.1",0.00255,0.000104,4.699038,1.01311,0.9625844,"Multiple_Complex","Multiple_Complex"
"TC0300006631.hg.1",0.00255,0.000104,4.69879,1.01251,0.8056506,"Multiple_Complex","Multiple_Complex"
"TC1000011992.hg.1",0.00255,0.000105,4.69756,1.00952,0.9266263,"Multiple_Complex","Multiple_Complex"
"TC1900009445.hg.1",0.00256,0.000105,4.696673,1.00737,0.8341062,"Multiple_Complex","Multiple_Complex"
"TC0100011901.hg.1",0.00257,0.000106,4.693654,1.00004,1.0765481,"Multiple_Complex","Multiple_Complex"
"TC0700010501.hg.1",0.00258,0.000106,4.692673,0.99766,2.0288369,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-JUC01015623.hg.1",0.0026,0.000107,-4.68822,0.98685,-1.2686037,"---","---"
"TC0500012486.hg.1",0.0026,0.000107,4.687985,0.98628,0.7785625,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR05025584.hg.1",0.0026,0.000107,-4.687852,0.98596,-0.975825,"---","---"
"TC0300012880.hg.1",0.0026,0.000107,4.686857,0.98355,1.0096275,"Multiple_Complex","Multiple_Complex"
"TC0500011408.hg.1",0.00261,0.000108,4.685307,0.97978,0.9588,"Multiple_Complex","Multiple_Complex"
"TC0500008717.hg.1",0.00262,0.000108,-4.683177,0.97461,-1.3730175,"Multiple_Complex","Multiple_Complex"
"TC0700008857.hg.1",0.00262,0.000109,-4.682251,0.97237,-0.9316787,"Multiple_Complex","Multiple_Complex"
"TC1200007822.hg.1",0.00263,0.000109,4.680891,0.96907,1.2403125,"Multiple_Complex","Multiple_Complex"
"TC0700011835.hg.1",0.00263,0.000109,4.679961,0.96681,0.9086269,"Multiple_Complex","Multiple_Complex"
"TC1000008431.hg.1",0.00265,0.00011,-4.67716,0.96001,-0.6970269,"Multiple_Complex","Multiple_Complex"
"TC0300011124.hg.1",0.00265,0.00011,4.676093,0.95742,3.52936,"Multiple_Complex","Multiple_Complex"
"TC1100007210.hg.1",0.00266,0.000111,4.674272,0.953,1.0908,"Multiple_Complex","Multiple_Complex"
"TC0400008624.hg.1",0.00266,0.000111,4.673944,0.9522,0.9812431,"Unassigned","Unassigned"
"HTA2-pos-PSR6_cox_hap2000474.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR6_dbb_hap3000463.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR6_mann_hap4000454.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR6_mcf_hap5000363.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR6_qbl_hap6000460.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR6_ssto_hap7000457.hg.1",0.00266,0.000112,-4.671631,0.94659,-0.7184375,"---","---"
"HTA2-pos-PSR02018288.hg.1",0.00269,0.000113,4.667547,0.93668,0.7535462,"---","---"
"TC1900007313.hg.1",0.00269,0.000113,4.667163,0.93575,1.089775,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR19002367.hg.1",0.00269,0.000113,-4.66579,0.93242,-0.6335688,"---","---"
"TC1400009839.hg.1",0.00269,0.000113,4.665218,0.93103,1.1488825,"Multiple_Complex","Multiple_Complex"
"TC0100011001.hg.1",0.00271,0.000114,-4.662094,0.92345,-1.3561725,"Multiple_Complex","Multiple_Complex"
"TC0900008380.hg.1",0.00271,0.000114,4.661589,0.92222,0.6231713,"Multiple_Complex","Multiple_Complex"
"TC1200009036.hg.1",0.00272,0.000115,4.660221,0.9189,0.7826681,"Multiple_Complex","Multiple_Complex"
"TC0200006969.hg.1",0.00277,0.000117,-4.652926,0.90119,-0.7396513,"Multiple_Complex","Multiple_Complex"
"TC0600013165.hg.1",0.00278,0.000117,4.650494,0.89529,3.1136475,"Multiple_Complex","Multiple_Complex"
"TC0700007098.hg.1",0.00278,0.000118,4.650114,0.89437,0.7080188,"Multiple_Complex","Multiple_Complex"
"TC1700007127.hg.1",0.0028,0.000118,-4.647263,0.88745,-0.9959481,"Multiple_Complex","Multiple_Complex"
"TC0300013888.hg.1",0.00282,0.000119,4.643943,0.87939,0.8413269,"Multiple_Complex","Multiple_Complex"
"TC0500011896.hg.1",0.00284,0.00012,4.640961,0.87215,1.2579062,"Multiple_Complex","Multiple_Complex"
"TC0100015194.hg.1",0.00286,0.000121,4.637654,0.86413,2.3233144,"Multiple_Complex","Multiple_Complex"
"TC1400008382.hg.1",0.00286,0.000122,-4.636707,0.86183,-1.1567288,"Multiple_Complex","Multiple_Complex"
"TC0100014755.hg.1",0.00286,0.000122,4.636196,0.86059,1.2101825,"Multiple_Complex","Multiple_Complex"
"TC0600009508.hg.1",0.00287,0.000122,4.634669,0.85688,1.4996938,"Multiple_Complex","Multiple_Complex"
"TC0X00008276.hg.1",0.00287,0.000122,4.634124,0.85556,1.3483787,"Coding","Coding"
"TC0200010713.hg.1",0.00288,0.000123,4.632184,0.85085,0.9304875,"Multiple_Complex","Multiple_Complex"
"TC0100013908.hg.1",0.00289,0.000124,-4.630153,0.84592,-1.5288063,"Multiple_Complex","Multiple_Complex"
"TC0700012182.hg.1",0.00289,0.000124,4.630026,0.84561,1.1177831,"Multiple_Complex","Multiple_Complex"
"TC1000010265.hg.1",0.0029,0.000124,4.627652,0.83985,0.8270125,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3447846_st",0.00291,0.000124,4.627135,0.8386,0.7779188,"---","---"
"TC1200012778.hg.1",0.00293,0.000126,4.622664,0.82775,2.0583781,"Coding","Coding"
"TC0600009446.hg.1",0.00295,0.000126,4.620561,0.82264,1.0387375,"Multiple_Complex","Multiple_Complex"
"TC1800008482.hg.1",0.00298,0.000128,-4.616059,0.81172,-0.621825,"Multiple_Complex","Multiple_Complex"
"TC1900011261.hg.1",0.00298,0.000128,4.615457,0.81025,0.7621137,"Multiple_Complex","Multiple_Complex"
"TC0100008621.hg.1",0.00298,0.000128,4.615262,0.80978,1.9214325,"Multiple_Complex","Multiple_Complex"
"TC1200008820.hg.1",0.00298,0.000128,4.61411,0.80698,0.7921544,"Multiple_Complex","Multiple_Complex"
"TC1700012362.hg.1",0.00305,0.000131,4.605128,0.78518,1.2712469,"Multiple_Complex","Multiple_Complex"
"TC1900006727.hg.1",0.00305,0.000131,-4.604922,0.78469,-1.0151444,"Multiple_Complex","Multiple_Complex"
"TC0800007004.hg.1",0.00307,0.000133,-4.600961,0.77507,-0.7615206,"Multiple_Complex","Multiple_Complex"
"TC0900006531.hg.1",0.0031,0.000134,4.597272,0.76612,1.1575094,"Multiple_Complex","Multiple_Complex"
"TC0600012871.hg.1",0.0031,0.000134,4.596983,0.76542,0.8773537,"Multiple_Complex","Multiple_Complex"
"TC1500007107.hg.1",0.0031,0.000134,-4.595663,0.76221,-1.094025,"Multiple_Complex","Multiple_Complex"
"TC0200011731.hg.1",0.00311,0.000135,4.595091,0.76082,0.8864063,"Multiple_Complex","Multiple_Complex"
"TC1200007759.hg.1",0.00312,0.000136,4.592547,0.75465,0.8601688,"Multiple_Complex","Multiple_Complex"
"TC1400010627.hg.1",0.00316,0.000137,-4.587153,0.74156,-0.6824987,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-2909175_st",0.00318,0.000138,-4.584847,0.73596,-0.9955375,"---","---"
"TC0200012656.hg.1",0.00318,0.000138,-4.584204,0.7344,-0.98591,"Multiple_Complex","Multiple_Complex"
"TC1600011186.hg.1",0.00321,0.00014,4.580223,0.72474,1.2095812,"Multiple_Complex","Multiple_Complex"
"TC1100011739.hg.1",0.00322,0.00014,4.578367,0.72024,0.6835688,"Multiple_Complex","Multiple_Complex"
"TC0600012038.hg.1",0.00322,0.00014,-4.578056,0.71948,-0.6698812,"Multiple_Complex","Multiple_Complex"
"TC0700013290.hg.1",0.00323,0.000141,-4.576463,0.71562,-1.0109687,"Multiple_Complex","Multiple_Complex"
"TC0X00007777.hg.1",0.00323,0.000141,4.575691,0.71374,0.6903063,"Multiple_Complex","Multiple_Complex"
"TC1900007743.hg.1",0.00324,0.000142,-4.574139,0.70998,-0.5785563,"Multiple_Complex","Multiple_Complex"
"TC2100007491.hg.1",0.00325,0.000142,4.572444,0.70587,1.3405688,"Multiple_Complex","Multiple_Complex"
"TC0500012248.hg.1",0.00327,0.000143,-4.569897,0.69968,-1.1571181,"Multiple_Complex","Multiple_Complex"
"TC0400009137.hg.1",0.00327,0.000143,4.569744,0.69931,0.7631956,"Multiple_Complex","Multiple_Complex"
"TC0600014217.hg.1",0.00332,0.000146,4.562958,0.68285,1.62728,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR6_cox_hap2000476.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"HTA2-pos-PSR6_dbb_hap3000465.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"HTA2-pos-PSR6_mann_hap4000456.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"HTA2-pos-PSR6_mcf_hap5000365.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"HTA2-pos-PSR6_qbl_hap6000462.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"HTA2-pos-PSR6_ssto_hap7000459.hg.1",0.00333,0.000147,-4.559488,0.67443,-0.5863313,"---","---"
"TC1100006634.hg.1",0.00333,0.000147,4.558515,0.67206,0.6776825,"Multiple_Complex","Multiple_Complex"
"TC1100008144.hg.1",0.00333,0.000148,-4.558095,0.67105,-0.7502312,"Multiple_Complex","Multiple_Complex"
"TC0200010447.hg.1",0.00333,0.000148,4.557763,0.67024,0.8064712,"Multiple_Complex","Multiple_Complex"
"TC0200007908.hg.1",0.00336,0.000149,-4.554204,0.6616,-1.9978419,"Multiple_Complex","Multiple_Complex"
"TC0600014233.hg.1",0.00338,0.00015,4.551772,0.6557,1.1752,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3597936_st",0.00339,0.000151,-4.549947,0.65127,-1.39345,"---","---"
"TC1100006998.hg.1",0.00342,0.000152,4.546088,0.64191,0.8387625,"Multiple_Complex","Multiple_Complex"
"TC1100008831.hg.1",0.00343,0.000153,-4.543966,0.63676,-0.8350594,"Multiple_Complex","Multiple_Complex"
"TC0500012182.hg.1",0.00343,0.000153,4.543257,0.63504,0.892675,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR16017885.hg.1",0.00344,0.000154,4.541941,0.63185,0.5579688,"---","---"
"TC0600009868.hg.1",0.00345,0.000154,4.541185,0.63001,0.5622719,"Multiple_Complex","Multiple_Complex"
"TC0300010643.hg.1",0.00345,0.000154,4.540203,0.62763,1.48449,"Multiple_Complex","Multiple_Complex"
"TC1100012219.hg.1",0.00347,0.000155,4.537897,0.62204,1.310655,"Multiple_Complex","Multiple_Complex"
"TC1500008139.hg.1",0.00347,0.000156,4.536545,0.61876,0.655935,"Multiple_Complex","Multiple_Complex"
"TC1100007063.hg.1",0.00347,0.000156,4.536313,0.61819,1.0149587,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3234813_st",0.0035,0.000157,4.532408,0.60872,0.7770625,"---","---"
"HTA2-pos-3597901_st",0.0035,0.000157,-4.531901,0.60749,-1.200425,"---","---"
"TC0100008066.hg.1",0.0035,0.000157,-4.531616,0.60679,-1.4410062,"Multiple_Complex","Multiple_Complex"
"TC0600014093.hg.1",0.0035,0.000158,4.53147,0.60644,0.7064512,"Multiple_Complex","Multiple_Complex"
"TC0100009837.hg.1",0.00351,0.000158,4.530339,0.6037,5.6494231,"Multiple_Complex","Multiple_Complex"
"TC1100012702.hg.1",0.00351,0.000158,4.530064,0.60303,0.8428406,"Multiple_Complex","Multiple_Complex"
"TC0600007792.hg.1",0.00351,0.000158,-4.529536,0.60175,-1.0558656,"Multiple_Complex","Multiple_Complex"
"TC0500007945.hg.1",0.00353,0.000159,4.527196,0.59607,0.6279475,"Multiple_Complex","Multiple_Complex"
"TC0100015982.hg.1",0.00355,0.000161,4.523266,0.58654,0.8179812,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000243.hg.1",0.00355,0.000161,4.523114,0.58617,0.7898506,"Coding","Coding"
"TC0400008020.hg.1",0.00355,0.000161,4.523104,0.58614,0.6984531,"Multiple_Complex","Multiple_Complex"
"TC0300006719.hg.1",0.00355,0.000161,4.523092,0.58611,0.9772675,"Multiple_Complex","Multiple_Complex"
"TC0300006489.hg.1",0.00357,0.000162,4.520484,0.57979,1.0130375,"Multiple_Complex","Multiple_Complex"
"TC0900011655.hg.1",0.00357,0.000162,4.52044,0.57968,0.7133531,"Multiple_Complex","Multiple_Complex"
"HTA2-neg-47419272_st",0.00357,0.000162,-4.52015,0.57898,-1.1594781,"---","---"
"TC1900010984.hg.1",0.00357,0.000162,-4.519381,0.57711,-0.6836687,"Coding","Coding"
"TC0200012433.hg.1",0.00357,0.000162,4.518935,0.57603,0.873175,"Multiple_Complex","Multiple_Complex"
"TC0400012857.hg.1",0.00357,0.000163,4.518269,0.57441,0.6534519,"Multiple_Complex","Multiple_Complex"
"TC0300013334.hg.1",0.00358,0.000163,4.516978,0.57128,1.0491994,"Multiple_Complex","Multiple_Complex"
"TC1200008666.hg.1",0.00359,0.000164,4.515775,0.56836,1.1266875,"Multiple_Complex","Multiple_Complex"
"TC0500013297.hg.1",0.00361,0.000165,4.512979,0.56158,1.0886725,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3597915_st",0.00361,0.000165,-4.512703,0.56091,-1.2228438,"---","---"
"HTA2-pos-3234819_st",0.00362,0.000166,4.511074,0.55696,1.0948938,"---","---"
"TC2000008345.hg.1",0.00372,0.00017,4.49991,0.52988,0.7815537,"Multiple_Complex","Multiple_Complex"
"TC2200006521.hg.1",0.00372,0.000171,4.498944,0.52753,1.2127375,"Multiple_Complex","Multiple_Complex"
"TC0700011698.hg.1",0.00372,0.000171,4.498711,0.52697,1.4191344,"Multiple_Complex","Multiple_Complex"
"TC1700009498.hg.1",0.00374,0.000172,4.496009,0.52041,2.1143469,"Multiple_Complex","Multiple_Complex"
"TC0500011280.hg.1",0.00375,0.000172,-4.495378,0.51888,-1.023925,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000307.hg.1",0.00376,0.000173,-4.493989,0.51551,-1.4608319,"Coding","Coding"
"TC1500009952.hg.1",0.00377,0.000173,-4.492453,0.51179,-1.428,"Multiple_Complex","Multiple_Complex"
"TC0100009876.hg.1",0.0038,0.000175,-4.488292,0.50169,-0.9540125,"Coding","Coding"
"TC0600012815.hg.1",0.0038,0.000175,4.487945,0.50085,0.8575294,"Multiple_Complex","Multiple_Complex"
"TC0100015916.hg.1",0.0038,0.000176,-4.487408,0.49955,-0.7700975,"NonCoding","NonCoding"
"TC1200011968.hg.1",0.00381,0.000176,-4.486275,0.4968,-0.829875,"Multiple_Complex","Multiple_Complex"
"TC0400012969.hg.1",0.00381,0.000176,4.486174,0.49656,1.0464481,"Multiple_Complex","Multiple_Complex"
"TC1300006930.hg.1",0.00384,0.000178,4.482716,0.48817,1.0099931,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11002179.hg.1",0.00385,0.000178,4.481073,0.48419,0.6915375,"---","---"
"TC0500008664.hg.1",0.00385,0.000178,4.480972,0.48394,0.535325,"Multiple_Complex","Multiple_Complex"
"TC0800011075.hg.1",0.00388,0.00018,4.476582,0.47329,0.7909831,"Multiple_Complex","Multiple_Complex"
"TC2200008704.hg.1",0.00388,0.00018,4.476497,0.47309,0.7222581,"Multiple_Complex","Multiple_Complex"
"TC0500012642.hg.1",0.00388,0.000181,-4.476072,0.47206,-0.70452,"Multiple_Complex","Multiple_Complex"
"TC0100006771.hg.1",0.00388,0.000181,4.475912,0.47167,0.8089906,"Multiple_Complex","Multiple_Complex"
"TC1900007384.hg.1",0.00388,0.000181,4.475738,0.47125,1.5728044,"Multiple_Complex","Multiple_Complex"
"TC0600007616.hg.1",0.00388,0.000181,-4.475275,0.47013,-0.8115737,"Coding","Coding"
"TC0100016074.hg.1",0.00389,0.000181,-4.474423,0.46806,-1.5891631,"Multiple_Complex","Multiple_Complex"
"TC0800008088.hg.1",0.00389,0.000182,4.473749,0.46642,0.6037594,"Coding","Coding"
"HTA2-pos-PSR17013123.hg.1",0.00397,0.000185,-4.465555,0.44655,-0.8472563,"---","---"
"TC0600008780.hg.1",0.00397,0.000186,-4.464756,0.44461,-0.8390812,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR16021741.hg.1",0.00397,0.000186,4.464171,0.4432,0.6156188,"---","---"
"TC1200012707.hg.1",0.00397,0.000186,4.463811,0.44232,1.2465219,"Multiple_Complex","Multiple_Complex"
"TC0200008249.hg.1",0.00399,0.000187,-4.461232,0.43607,-0.8169219,"Unassigned","Unassigned"
"TC0100012376.hg.1",0.004,0.000188,-4.460259,0.43371,-2.6738156,"Multiple_Complex","Multiple_Complex"
"TC1700012337.hg.1",0.004,0.000188,4.459655,0.43224,1.0272894,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000281.hg.1",0.00401,0.000189,4.458114,0.42851,0.8768344,"Coding","Coding"
"TC1700010209.hg.1",0.00402,0.000189,-4.457462,0.42693,-1.5731375,"Multiple_Complex","Multiple_Complex"
"TC0100013000.hg.1",0.00405,0.000191,4.453788,0.41802,1.0451681,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000662.hg.1",0.00405,0.000192,4.451904,0.41345,0.716325,"Coding","Coding"
"HTA2-pos-PSR06002949.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_cox_hap2000493.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_dbb_hap3000482.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_mann_hap4000473.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_mcf_hap5000382.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_qbl_hap6000479.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"HTA2-pos-PSR6_ssto_hap7000476.hg.1",0.00405,0.000192,-4.451474,0.41241,-0.5721437,"---","---"
"TC0900011576.hg.1",0.00407,0.000193,-4.448169,0.40439,-1.0687081,"NonCoding","NonCoding"
"TC0400012917.hg.1",0.00407,0.000194,4.448035,0.40407,1.1979131,"Multiple_Complex","Multiple_Complex"
"TC0200010518.hg.1",0.00407,0.000194,4.447216,0.40208,1.2972819,"Multiple_Complex","Multiple_Complex"
"TC0100010152.hg.1",0.00407,0.000194,-4.447212,0.40207,-0.821485,"Multiple_Complex","Multiple_Complex"
"TC0300008766.hg.1",0.00408,0.000194,4.446749,0.40095,0.7047231,"Multiple_Complex","Multiple_Complex"
"TC0400011424.hg.1",0.00408,0.000194,-4.446061,0.39928,-0.6139125,"Multiple_Complex","Multiple_Complex"
"TC0400011298.hg.1",0.0041,0.000196,-4.443252,0.39247,-1.4064594,"Coding","Coding"
"HTA2-pos-3597934_st",0.00413,0.000197,-4.440204,0.38508,-1.5978313,"---","---"
"TC0800010360.hg.1",0.00415,0.000199,-4.437728,0.37908,-0.7276875,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR10012491.hg.1",0.00416,0.000199,4.436676,0.37653,0.5332375,"---","---"
"TC1500010726.hg.1",0.00417,2e-04,4.435652,0.37405,0.6080694,"Multiple_Complex","Multiple_Complex"
"TC0300008086.hg.1",0.00417,2e-04,4.434758,0.37188,1.1126812,"Multiple_Complex","Multiple_Complex"
"TC0100014947.hg.1",0.00419,0.000201,4.432294,0.36591,1.0008562,"Multiple_Complex","Multiple_Complex"
"TC0800011061.hg.1",0.0042,0.000202,4.43165,0.36435,0.7908488,"Multiple_Complex","Multiple_Complex"
"TC1700012277.hg.1",0.00428,0.000206,4.423604,0.34484,0.62105,"Multiple_Complex","Multiple_Complex"
"TC0600014196.hg.1",0.00428,0.000206,4.422881,0.34309,0.5939,"Multiple_Complex","Multiple_Complex"
"TC0300006462.hg.1",0.0043,0.000207,4.420332,0.33691,0.6785756,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017832.hg.1",0.0043,0.000207,-4.420153,0.33648,-1.21714,"---","---"
"TC0600010960.hg.1",0.00431,0.000208,4.41926,0.33431,0.6479812,"Multiple_Complex","Multiple_Complex"
"TC2200006833.hg.1",0.00432,0.000208,-4.418085,0.33146,-1.5699531,"Multiple_Complex","Multiple_Complex"
"TC0100015561.hg.1",0.00439,0.000212,4.410649,0.31344,0.6346275,"Multiple_Complex","Multiple_Complex"
"TC0800012457.hg.1",0.00441,0.000213,4.409079,0.30964,1.3718788,"Multiple_Complex","Multiple_Complex"
"TC0500013424.hg.1",0.00442,0.000214,-4.40767,0.30622,-0.8611356,"NonCoding","NonCoding"
"TC1600011359.hg.1",0.00444,0.000215,4.405564,0.30112,0.5643031,"Multiple_Complex","Multiple_Complex"
"TC1500010945.hg.1",0.00445,0.000216,4.403808,0.29686,0.6894494,"Multiple_Complex","Multiple_Complex"
"TC0300013215.hg.1",0.00446,0.000217,4.402398,0.29344,0.8858537,"Multiple_Complex","Multiple_Complex"
"TC1500008029.hg.1",0.00446,0.000217,4.402182,0.29292,1.3500925,"Multiple_Complex","Multiple_Complex"
"TC0400012551.hg.1",0.00448,0.000218,4.400075,0.28782,1.0631937,"Multiple_Complex","Multiple_Complex"
"TC0700008747.hg.1",0.00448,0.000218,4.399764,0.28706,0.8932813,"Multiple_Complex","Multiple_Complex"
"TC0900008969.hg.1",0.00455,0.000221,-4.393573,0.27206,-1.3780625,"Multiple_Complex","Multiple_Complex"
"TC1200008729.hg.1",0.00456,0.000222,4.392482,0.26942,0.99905,"Multiple_Complex","Multiple_Complex"
"TC0X00010954.hg.1",0.00456,0.000223,4.391438,0.26689,2.0057469,"Multiple_Complex","Multiple_Complex"
"TC0400007879.hg.1",0.00459,0.000224,4.389202,0.26147,0.85325,"Multiple_Complex","Multiple_Complex"
"TC1000010022.hg.1",0.00461,0.000225,4.38665,0.25529,0.7335938,"Multiple_Complex","Multiple_Complex"
"TC0800011064.hg.1",0.00462,0.000226,4.38555,0.25262,0.8027931,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR06002929.hg.1",0.00463,0.000226,-4.384661,0.25047,-0.8181062,"---","---"
"TC1400009337.hg.1",0.00465,0.000228,4.382249,0.24462,2.6233019,"Multiple_Complex","Multiple_Complex"
"TC0500011502.hg.1",0.00466,0.000228,-4.38104,0.2417,-0.7280312,"Multiple_Complex","Multiple_Complex"
